arxiv_id,passA_decision,passA_reason,passA_justification,passB_decision,passB_reason,passB_justification,agreement,final_decision,final_reason,adjudicated,adjudication_rationale
2605.24229,exclude,EC1,"Alignment/spec-compliance audit of chat models, not about AI research systems.",exclude,EC5,"Alignment/spec-compliance auditing of models, unrelated to AI-conducted research.",agree,exclude,EC1,0,
2605.24266,borderline,NA,Steerable deep research framework for open-ended report synthesis; ambiguous between literature synthesis and generic search agent.,exclude,EC1,"Interactive deep research report generation framework, an information-seeking agent application.",needs_adjudication,,,0,
2605.24528,exclude,EC1,"Cognitive-science comparison of children and LLM inductive inference, not an autonomous research system.",borderline,NA,Cognitive-science comparison of children and LLM agents on inductive inference; hypothesis generation but not research automation.,needs_adjudication,,,0,
2605.25920,exclude,EC1,"Legal agentic search/RAG system, not scientific research automation.",exclude,EC1,"Legal agentic search with RL, a domain agent application.",agree,exclude,EC1,0,
2605.25964,include,IC1,System automating the scientific-writing stage (introduction generation) with reasoning-graph optimization for AI scientists.,include,IC1,System for automated scientific paper introduction writing within the AI Scientist pipeline.,agree,include,IC1,0,
2605.26029,include,IC2,Benchmark environment evaluating LLM agents' interactive causal-discovery/experimentation toward AI scientists.,include,IC2,Benchmark environment evaluating LLM agents as experimental causal discoverers toward AI scientists.,agree,include,IC2,0,
2605.26081,borderline,NA,Cognitive-graph framework for deep research agents; ambiguous between literature-synthesis research agent and generic search agent.,exclude,EC1,"Cognitive-graph framework for general deep research report agents, not scientific discovery loops.",needs_adjudication,,,0,
2605.26146,exclude,EC1,"Methodology for orchestrating professional AI tools across domains, not autonomous scientific research.",exclude,EC1,Methodology for humans orchestrating multiple AI tools across professional domains.,agree,exclude,EC1,0,
2605.26340,include,IC1,End-to-end autonomous research system with evidence-chain verifiability and integrity audit.,include,IC1,End-to-end autonomous research system plus verifiability audit framework.,agree,include,IC1,0,
2605.26662,exclude,EC3,About bias in detecting human AI-writing assistance in publications; no autonomous research system as subject.,include,IC3,Integrity/measurement study of how AI use in scientific writing is estimated and biased.,needs_adjudication,,,0,
2605.26730,include,IC2,Benchmark framework specifically for evaluating LLM-based automated peer reviewers.,include,IC2,Benchmark framework for evaluating LLM peer reviewers against humans.,agree,include,IC2,0,
2605.26870,include,IC3,"Case study and measurement framework for a persistent AI agent embedded in academic research, including governance.",include,IC3,Case study and measurement framework for persistent AI agents embedded in academic research.,agree,include,IC3,0,
2605.26958,exclude,EC1,"Generic RL reward-design method for long-form generation, not a research-performing system.",exclude,EC1,"RL reward design for open-ended long-form generation, generic training method.",agree,exclude,EC1,0,
2605.27072,include,IC1,Automated research-critique/peer-review system with issue-level backtesting evaluation.,include,IC1,Automated research critique/review system with issue-level backtesting evaluation.,agree,include,IC1,0,
2605.27176,borderline,NA,"Studies KG-guided scientific hypothesis generation, but via single-shot generation without a clear agentic research loop.",include,IC2,Evaluation study of what knowledge-graph context matters for LLM scientific hypothesis generation.,needs_adjudication,,,0,
2605.27419,exclude,EC1,"Scalable LLM-agent population simulation method, not an autonomous research system.",exclude,EC1,"Scaling method for population-scale LLM social simulation, not an AI conducting research.",agree,exclude,EC1,0,
2605.27904,exclude,EC1,"Benchmark for context retrieval in time-series forecasting agents, not scientific research systems.",exclude,EC1,"Benchmark for context retrieval aiding time-series forecasting, not AI-conducted research.",agree,exclude,EC1,0,
2605.27905,include,IC3,Empirical study of AI research agents' ideation and its effect on scientific exploration breadth.,include,IC2,Large-scale evaluation of whether AI research agents' generated ideas broaden scientific exploration.,agree,include,IC3,0,
2605.27922,exclude,EC1,"Benchmark of harness effects in generic agent workflows, not research-performing agents.",exclude,EC1,"Benchmark of harness effects in general agent workflows, not scientific discovery.",agree,exclude,EC1,0,
2605.27935,exclude,EC1,"Mechanistic interpretability of layer usage in generic agent tasks, not research automation.",exclude,EC1,Mechanistic interpretability of layer dynamics in general agent planning tasks.,agree,exclude,EC1,0,
2605.28102,exclude,EC1,Auto-ethnographic study of LLM behavioral artifacts in intimate interaction; not about an autonomous research system as subject.,exclude,EC5,"Auto-ethnographic study of LLM behavioral artifacts, not about AI systems conducting research.",agree,exclude,EC1,0,
2605.28655,include,IC1,Self-organizing multi-agent system autonomously running hypothesis-experiment cycles for scientific experimentation.,include,IC1,Self-organizing agent teams running long-horizon autonomous scientific experimentation.,agree,include,IC1,0,
2605.29234,include,IC2,Evaluation methodology for automated scientific literature search and citation ground truth.,include,IC2,Evaluation methodology for automated literature search and its ground-truth validity.,agree,include,IC2,0,
2605.29522,include,IC1,Agentic system autonomously performing literature synthesis (survey generation) with iterative refinement.,include,IC1,Agentic system that autonomously generates scientific surveys from literature.,agree,include,IC1,0,
2605.29861,exclude,EC1,"Generic multimodal deep-research report generation, not scientific research lifecycle.",exclude,EC1,"Multi-agent deep-research report generation harness, an information-synthesis application.",agree,exclude,EC1,0,
2605.30003,include,IC1,"Outer-loop researcher agent autonomously designs, runs, and evaluates experiments (autoresearch paradigm).",include,IC1,Outer-loop researcher agent autonomously redesigns and evaluates a research pipeline.,agree,include,IC1,0,
2605.30284,include,IC2,Benchmark for scientific hypothesis generation aimed at AI scientist systems.,include,IC2,Benchmark for LLM scientific hypothesis generation under progressive disclosure.,agree,include,IC2,0,
2605.30322,borderline,NA,Alignment-auditing framework targeting agentic coding and research agents; unclear if autonomous research is its primary subject.,exclude,EC1,"Alignment auditing of agent sabotage propensity, not AI conducting science.",needs_adjudication,,,0,
2605.30329,include,IC2,Benchmark evaluating whether AI scientists can judge research-idea soundness.,include,IC2,Benchmark testing whether LLMs/AI scientists can judge research idea soundness.,agree,include,IC2,0,
2605.30537,exclude,EC1,LLM fine-tuning data selection study; no autonomous research system involved.,exclude,EC5,"LLM fine-tuning data selection study, unrelated to AI-conducted research.",agree,exclude,EC1,0,
2605.30727,exclude,EC1,"Privacy leakage in generic deep-research/web-retrieval agents, not scientific research systems.",exclude,EC1,"Privacy-leakage benchmark and RL method for deep research agents, not science automation.",agree,exclude,EC1,0,
2605.30785,exclude,EC1,Context management for generic web-search/deep-research agents.,exclude,EC1,"Context management for long-horizon LLM agents, general agent infrastructure.",agree,exclude,EC1,0,
2605.30824,exclude,EC1,"RL training for generic long-form deep-research QA, not scientific research.",exclude,EC1,"RL training method for deep research planning, a general agent capability paper.",agree,exclude,EC1,0,
2605.30947,include,IC1,Multi-agent framework autonomously conducting evidence-grounded humanities scholarship.,include,IC1,Multi-agent research framework conducting evidence-grounded humanities scholarship.,agree,include,IC1,0,
2605.30961,include,IC1,Iterative evolutionary framework autonomously generating scientific research ideas (ideation stage).,include,IC1,Evolutionary agent framework autonomously generating novel scientific research ideas.,agree,include,IC1,0,
2605.31370,borderline,NA,Agentic hypothesis generation over knowledge graphs; unclear if it constitutes a scientific research ideation system.,borderline,NA,Agentic hypothesis generation over knowledge graphs; scientific-discovery framing is weak.,needs_adjudication,,,0,
2606.00644,include,IC2,Benchmark evaluating LLM research agents on forward-looking research decision-making.,include,IC2,Benchmark evaluating LLM agents' forward-looking AI research judgment.,agree,include,IC2,0,
2606.01013,include,IC3,Empirical case study of AI-generated peer review and its alignment with human review.,include,IC3,Empirical study of AI-generated peer review alignment with human review and its ethics.,agree,include,IC3,0,
2606.01091,exclude,EC1,"Rubric construction for RL reward signals; generic training methodology, not a research system.",exclude,EC1,"Uses deep-research pipeline to build RL rubrics; a training-signal method, not science automation.",agree,exclude,EC1,0,
2606.01925,exclude,EC1,"Agentic network QoE diagnosis system; operational troubleshooting, not scientific research.",exclude,EC1,"Agentic network QoE diagnosis system, an operations application.",agree,exclude,EC1,0,
2606.02060,exclude,EC1,"Error localization in generic deep-research agent trajectories, not autonomous scientific research.",exclude,EC1,Span-level error localization in general deep-research agent trajectories.,agree,exclude,EC1,0,
2606.02184,include,IC3,Integrity study documenting AI-fabricated authors and backdated fake academic records polluting scholarly infrastructure at scale.,include,IC3,Research-integrity study of LLM-fabricated authors contaminating scholarly repositories and DOI metadata.,agree,include,IC3,0,
2606.02320,exclude,EC1,"Generic multimodal deep-research report generation benchmark and agent, not scientific research.",exclude,EC1,"Multimodal deep-research report generation agent and benchmark, an application system.",agree,exclude,EC1,0,
2606.02461,exclude,EC1,Continual-learning evaluation for generic language agents.,exclude,EC1,"Continual learning benchmark for language agents broadly, not AI-conducted science.",agree,exclude,EC1,0,
2606.03029,borderline,NA,"LLM hypothesis-generation framework for text analysis, but agentic-loop status of the system is unclear.",include,IC1,LLM-based automated hypothesis generation framework for scientific text analysis.,needs_adjudication,,,0,
2606.03435,include,IC1,Agentic multimodal system that reasons over experimental data and produces reports guiding experiment design and hypothesis refinement.,include,IC1,"Agentic multimodal system that reasons over experimental data, produces mechanistic rationales and guides experimental design.",agree,include,IC1,0,
2606.03755,include,IC3,Framework/protocol paper specifically for autonomous science agent-instrument infrastructure.,include,IC3,Protocol framework for agent-to-instrument autonomous science and self-driving labs.,agree,include,IC3,0,
2606.03829,exclude,EC1,"Benchmark for financial-analysis agents, not scientific research systems.",exclude,EC1,"Financial-research agent benchmark, a domain analyst application not scientific discovery.",agree,exclude,EC1,0,
2606.03841,include,IC1,Self-evolving autonomous data science agent running iterative multi-stage analysis pipelines with skill learning.,include,IC1,Self-evolving autonomous data science agent that runs multi-stage analysis pipelines with skill acquisition.,agree,include,IC1,0,
2606.04484,exclude,EC1,"Primary contribution is distributed agentic RL training infrastructure, not a research-performing system.",exclude,EC1,"General agentic RL training infrastructure, not a system for conducting science.",agree,exclude,EC1,0,
2606.04507,include,IC1,Training framework for open-ended deep research agents that generate and self-evaluate research reports.,include,IC1,Co-evolutionary training of a deep research agent that generates and evaluates research reports.,agree,include,IC1,0,
2606.04751,include,IC2,Benchmark evaluating hypothesis generation and belief revision in LLM agents for scientific discovery.,include,IC2,"Benchmark evaluating hypothesis generation and falsification, i.e., scientific reasoning of LLM agents.",agree,include,IC2,0,
2606.05238,include,IC2,Benchmark of research-artifact deployment tasks explicitly positioned as a testbed for scientific research agents.,include,IC2,"Benchmark for agents deploying research artifacts, explicitly a testbed for scientific research agents.",agree,include,IC2,0,
2606.05241,include,IC2,Evaluation methodology and contamination detection specifically for deep research agents.,include,IC2,Evaluation/contamination-measurement methodology for deep research agent benchmarking.,agree,include,IC2,0,
2606.05250,include,IC1,CBR-augmented autonomous data-science agent with persistent memory evaluated over iterative R&D loops.,include,IC1,CBR-augmented autonomous data science R&D agent with persistent memory.,agree,include,IC1,0,
2606.05443,borderline,NA,"Core contribution is an impact-prediction model, with a research ideation pipeline as a secondary component.",borderline,NA,"Primarily a citation-impact prediction model, but also proposes an LLM research ideation pipeline.",needs_adjudication,,,0,
2606.07074,exclude,EC1,"Efficiency-focused training of web search agents evaluated on information-seeking QA benchmarks, not research performance.",exclude,EC1,"Efficiency training for general web search agents evaluated on GAIA/BrowseComp, not scientific research conduct.",agree,exclude,EC1,0,
2606.07283,exclude,EC1,"Human-AI interaction theory for interface design, not an autonomous research system.",exclude,EC1,"Human-AI interaction psychological model for interface design, not AI-conducted research.",agree,exclude,EC1,0,
2606.07299,include,IC1,"Auditable multi-agent deep research system iteratively planning, gathering evidence, and synthesizing long-form reports.",include,IC1,"Multi-agent deep research system that plans, searches literature/evidence, and synthesizes reports.",agree,include,IC1,0,
2606.07462,include,IC2,Benchmark suite evaluating frontier models and agentic harnesses across the research lifecycle.,include,IC2,Benchmark suite evaluating agents across the research lifecycle.,agree,include,IC2,0,
2606.07576,include,IC1,"Verification layer for AI scientists governing experiment steering, stopping, and refusal in autonomous discovery.",include,IC1,Verification/steering-and-refusal layer for AI scientists driving autonomous experiment selection.,agree,include,IC1,0,
2606.07591,include,IC2,Benchmark for end-to-end autonomous scientific research agents.,include,IC2,Benchmark for end-to-end autonomous scientific research agents.,agree,include,IC2,0,
2606.07697,include,IC1,Auditable multi-agent AI Scientist autonomously configuring and running atmospheric-chemistry simulations and evidence assessment.,include,IC1,Autonomous multi-agent AI Scientist that runs atmospheric chemistry simulations and validates hypotheses.,agree,include,IC1,0,
2606.07866,exclude,EC1,"Agent-to-agent protocol for nuclear regulatory review, not a stage of the scientific research lifecycle.",exclude,EC1,"Agent-to-agent protocol for nuclear regulatory review, a regulatory workflow application.",agree,exclude,EC1,0,
2606.08036,include,IC2,Benchmark evaluating LLM overconfidence across scholarly research tasks including ideation.,include,IC2,"Benchmark measuring LLM overconfidence on scholarly retrieval, literature linking, and research ideation.",agree,include,IC2,0,
2606.08234,include,IC3,Safety/governance framework woven into the pipeline of autonomous scientific discovery agents.,include,IC3,Safety/audit framework specifically for autonomous scientific discovery agents.,agree,include,IC3,0,
2606.08256,include,IC3,"Framework for verifiable, agent-native scientific publishing and peer review by AI research agents.",include,IC3,"Framework/position for agent-native scientific publishing, provenance, and AI peer review.",agree,include,IC3,0,
2606.08301,include,IC3,Empirical audit of reproducibility and transparency in an autonomous deep research assistant's citation system.,include,IC2,Empirical audit of citation behavior and reproducibility in an AI deep-research scholarly assistant.,agree,include,IC3,0,
2606.08307,exclude,EC1,"Computational social science study using an LLM classification pipeline, no autonomous research system as subject.",exclude,EC2,"Computational social science study using an LLM pipeline as a tool, not about AI conducting research.",agree,exclude,EC1,0,
2606.08532,include,IC1,Hypothesis-generation pipeline performing the ideation stage with structured retrieval and deductive reconstruction.,include,IC1,LLM-driven hypothesis generation pipeline producing testable explanations and new algorithms.,agree,include,IC1,0,
2606.08671,exclude,EC1,Generic agent skill-evolution harness evaluated on web information-seeking benchmarks.,exclude,EC1,General agent skill-evolution harness evaluated on web/tool benchmarks rather than scientific research conduct.,agree,exclude,EC1,0,
2606.08723,include,IC3,Cross-disciplinary survey and governance agenda for LLM-driven research workflows.,include,IC3,Cross-disciplinary survey and governance agenda for LLMs in the research process.,agree,include,IC3,0,
2606.08936,borderline,NA,Workshop report on GenAI academic search; touches research integrity but not clearly about autonomous research systems.,borderline,NA,Workshop report on GenAI academic search; adjacent to but not clearly about AI-conducted research.,needs_adjudication,,,0,
2606.09105,include,IC1,Agentic framework for autonomous scientific idea generation via knowledge-graph-guided retrieval.,include,IC1,System for retrieval-augmented autonomous scientific idea generation.,agree,include,IC1,0,
2606.09198,include,IC1,Agentic system that autonomously generates social-science research papers grounded in simulation.,include,IC1,Deep research agent system generating social science papers via simulation.,agree,include,IC1,0,
2606.09500,include,IC3,Auditability/integrity architecture for AI-conducted manuscript production with verification gates.,include,IC3,Integrity-gate verification architecture for LLM/agent-produced manuscripts.,agree,include,IC3,0,
2606.09556,include,IC3,"Controlled ablation study of an AI Scientist agent's evidence substrate, calibration, and audit discipline.",include,IC2,Controlled ablation study evaluating what limits AI Scientist agent capability.,agree,include,IC3,0,
2606.09730,borderline,NA,"Deep-research delegation training, but evaluated only on web-browsing QA benchmarks; unclear if research lifecycle.",exclude,EC1,"Delegation training for web-browsing agents evaluated on BrowseComp QA, not science.",needs_adjudication,,,0,
2606.09748,include,IC2,Evaluation methodology for deep research agents under multi-turn process-level feedback.,include,IC2,Multi-turn evaluation methodology for deep research agents' report quality.,agree,include,IC2,0,
2606.10159,include,IC3,Integrity study of AI-assisted peer review vulnerability to adversarial manipulation.,include,IC3,Integrity/robustness study of AI-mediated peer review manipulation.,agree,include,IC3,0,
2606.10587,include,IC1,Evolutionary agentic search framework for diverse scientific hypothesis generation.,include,IC1,LLM framework for autonomous diverse scientific hypothesis search and validation.,agree,include,IC1,0,
2606.10806,include,IC1,Autonomous mathematical research agent performing conjecture generation and proof progress.,include,IC1,Autonomous mathematical research agent generating and proving conjectures.,agree,include,IC1,0,
2606.11045,include,IC3,Empirical study of compression and generalization behavior in LLM-driven ML research agents.,include,IC3,Empirical study of generalization/overfitting in LLM ML research agents.,agree,include,IC3,0,
2606.11176,borderline,NA,"End-to-end agentic data analysis and writing, but for journalism rather than scientific research.",exclude,EC1,"Multi-agent data journalism system, not scientific research.",needs_adjudication,,,0,
2606.11247,exclude,EC2,"Perspective on physics-constrained generative models as instruments, not an agentic research system.",exclude,EC2,"Perspective on physics-informed generative models as design tools, not AI-conducted research.",agree,exclude,EC2,0,
2606.11337,include,IC2,Benchmark (SciConBench) and clean-room harness for agents synthesizing scientific conclusions.,include,IC2,SciConBench benchmark and clean-room harness for scientific conclusion synthesis agents.,agree,include,IC2,0,
2606.11522,include,IC3,Audit/control protocol for autoresearch agents' candidate selection and metric failures.,include,IC3,Audit/control-loop protocol for validating autoresearch agents' candidate selection.,agree,include,IC3,0,
2606.11762,exclude,EC1,"General LLM creativity evaluation framework, not specifically for autonomous research systems.",borderline,NA,General LLM creativity evaluation framework; research ideation is only one of three domains.,needs_adjudication,,,0,
2606.11897,include,IC1,Framework turning lab notebooks into certainty-aware skills for scientific AI co-scientist agents.,include,IC1,Framework converting lab notes into verifiable skills for scientific AI agents.,agree,include,IC1,0,
2606.11926,include,IC1,Autonomous research agent framework running long-horizon hypothesis-experiment loops.,include,IC1,Arbor autonomous research framework with hypothesis-tree refinement over long horizons.,agree,include,IC1,0,
2606.12071,include,IC2,Benchmark and evaluation methodology for judging novelty of AI-generated research questions.,include,IC2,RQ-Bench benchmark testing LLM-as-judge reliability for scientific novelty.,agree,include,IC2,0,
2606.12848,include,IC3,Framework study on reliability and human oversight architecture for AI-conducted social-science research.,include,IC3,Human-in-the-loop architecture and reliability study of AI-conducted social science research.,agree,include,IC3,0,
2606.13148,include,IC2,Benchmark for agents executing grounded Earth-science research workflows with tools.,include,IC2,TerraBench benchmark for agents executing Earth-science analysis workflows.,agree,include,IC2,0,
2606.13662,include,IC1,Environment-engineered agent system for metric-driven autonomous scientific discovery.,include,IC1,Environment-engineered agent system for autonomous scientific discovery.,agree,include,IC1,0,
2606.13669,borderline,NA,"Knowledge-graph infrastructure for research agents; primary contribution is a pipeline/dataset, agentic research loop unclear.",borderline,NA,Scientific knowledge-graph orchestration infrastructure for research agents rather than an agent doing science.,needs_adjudication,,,0,
2606.13710,include,IC1,Self-evolving deep research agent framework for open-ended research tasks.,include,IC1,Self-evolving deep research agent framework for open-ended research report tasks.,agree,include,IC1,0,
2606.13859,include,IC1,"Closed-loop autonomous workflow proposing, ranking, and experimentally validating processing protocols.",include,IC1,"Closed-loop autonomous workflow that proposes, ranks, and experimentally validates processing protocols.",agree,include,IC1,0,
2606.14945,include,IC1,Stateful ReAct agent architecture for autonomous iterative experimentation (autoresearch loop).,include,IC1,Stateful agent architecture for autonomous experimentation (autoresearch loop).,agree,include,IC1,0,
2606.15345,exclude,EC1,"Cross-lingual browsing/QA benchmark for search agents, not scientific research systems.",exclude,EC1,"Cross-lingual browsing/retrieval benchmark for search agents, not AI-conducted science.",agree,exclude,EC1,0,
2606.15367,borderline,NA,Deep research agent training with report writing and knowledge synthesis; unclear whether scientific research lifecycle is the target.,exclude,EC1,"Deep research web-search/report agent training, an information-seeking agent application.",needs_adjudication,,,0,
2606.15497,include,IC1,"End-to-end AI Scientist that ideates, codes, experiments, writes, and peer-reviews autonomously.",include,IC1,"The AI Scientist: end-to-end autonomous ideation, experimentation, manuscript writing, and self-review.",agree,include,IC1,0,
2606.15504,exclude,EC1,"Multi-agent clinical decision support system, not a system performing scientific research.",exclude,EC1,"Multi-agent clinical decision support system, an applied agent product not a research agent.",agree,exclude,EC1,0,
2606.15931,include,IC1,Multi-agent system performing literature-grounded hypothesis generation of drug-discovery leads.,include,IC1,Multi-agent system that mines historical texts to generate verifiable drug-discovery leads.,agree,include,IC1,0,
2606.16133,include,IC1,Multi-agent closed-loop inverse design framework running and auditing first-principles experiments.,include,IC1,Closed-loop multi-agent inverse design running DFT validation and feedback autonomously.,agree,include,IC1,0,
2606.16822,borderline,NA,Position paper on epistemic vigilance toward AI co-scientists but centered on science education and human use.,borderline,NA,Position on epistemic vigilance spanning co-scientist use but centered on science education.,needs_adjudication,,,0,
2606.17029,exclude,EC1,"RL rubric supervision for generic deep-research report agents, not scientific research conduct.",exclude,EC1,"RL rubric supervision for deep research report-writing agents, a search/report application.",agree,exclude,EC1,0,
2606.17076,include,IC1,Agentic system autonomously executing climate research workflows with adversarial self-review.,include,IC1,"Agentic climate-science system that retrieves, analyzes, and self-reviews autonomously.",agree,include,IC1,0,
2606.17915,exclude,EC1,"Multi-agent AutoML/MLOps data engineering platform, not scientific research lifecycle.",exclude,EC1,"Multi-agent AutoML/MLOps data engineering platform, an ordinary agent application.",agree,exclude,EC1,0,
2606.18191,exclude,EC1,"Enterprise workflow-prediction benchmark for information-seeking agents, not scientific research.",exclude,EC1,Benchmark for enterprise personalized workflow prediction by deep research agents.,agree,exclude,EC1,0,
2606.18508,exclude,EC1,"RAG retrieval framework, no autonomous research loop.",exclude,EC1,"RAG retrieval framework, an information-retrieval method not AI-conducted research.",agree,exclude,EC1,0,
2606.18874,include,IC1,Research harness externalizing synthesis and experimental validation for AI scientist systems.,include,IC1,"Research harness externalizing synthesis, experimentation, and validation for AI scientists.",agree,include,IC1,0,
2606.18936,borderline,NA,AI4Science safety benchmark evaluating LLMs rather than agentic research systems specifically.,include,IC2,Safety benchmark evaluating LLMs across AI4Science workflows including autonomous discovery.,needs_adjudication,,,0,
2606.19893,borderline,NA,Deep research agent training with discovery-oriented hypothesis-generation tasks; scientific research scope uncertain.,exclude,EC1,RL training framework for deep research information-gathering agents on search benchmarks.,needs_adjudication,,,0,
2606.19899,include,IC3,Governance/evaluation-methodology paper on assessing capabilities and risks of AI scientists.,include,IC3,Evaluation framework and policy guidance for assessing agentic AI scientists' biological risks.,agree,include,IC3,0,
2606.20120,include,IC1,Agentic framework with validation/self-correction loop executing lab protocols on a robotic platform.,include,IC1,Agent framework translating protocols into executed robotic lab experiments end-to-end.,agree,include,IC1,0,
2606.20122,exclude,EC1,Open-ended report-writing outline optimization for generic deep research agents.,exclude,EC1,"Outline optimization for open-ended deep research report generation, a writing/search agent.",agree,exclude,EC1,0,
2606.20753,include,IC3,Review/position on autonomous discovery ecosystems combining AI agents and self-driving labs.,include,IC3,Perspective/survey on autonomous self-driving discovery ecosystems in polymer science.,agree,include,IC3,0,
2606.21024,include,IC1,Failure-aware shared memory layer for autonomous research agents evaluated on research tasks.,include,IC1,Negative-knowledge memory layer for autonomous research agents proposing and running experiments.,agree,include,IC1,0,
2606.21401,exclude,EC1,"GPU cluster scheduling infrastructure for agentic serving, not a research system.",exclude,EC1,"GPU cluster scheduling infrastructure for agentic serving, an ops/systems paper.",agree,exclude,EC1,0,
2606.22610,include,IC1,Multi-agent system autonomously carrying a project from idea to finished paper.,include,IC1,"Multi-agent system that ideates, experiments, and writes full papers autonomously.",agree,include,IC1,0,
2606.22859,include,IC3,Position/governance paper on AI scientists and institutional reform for autonomous discovery.,include,IC3,Position on AI scientists as discovery engines and institutional reform for their governance.,agree,include,IC3,0,
2606.22866,include,IC1,AI co-scientist system autonomously searching and discovering a crystal structure prediction algorithm.,include,IC1,AI co-scientist system that discovers and validates a new crystal structure prediction algorithm.,agree,include,IC1,0,
2606.22883,exclude,EC1,"Task-synthesis engine and training data for terminal/CLI agents, not research-performing systems.",exclude,EC1,"Task synthesis for terminal/CLI coding agents, not machine-conducted science.",agree,exclude,EC1,0,
2606.22977,borderline,NA,"Benchmark for LLM/agent statistical analysis, which touches the analysis stage but is not clearly aimed at autonomous research systems.",borderline,NA,Benchmark for LLM statistical analysis via data-science agents; adjacent to but not clearly about AI-conducted research.,needs_adjudication,,,0,
2606.23175,include,IC3,Position paper on evaluating mechanism fidelity and epistemic honesty of AI scientist systems.,include,IC3,Position paper on mechanism fidelity and epistemic honesty failures of AI scientist systems.,agree,include,IC3,0,
2606.23991,exclude,EC1,"General critique of agent architectures and agency, not about autonomous research systems.",exclude,EC1,"General critique and architecture proposal for agency, not specific to AI-conducted science.",agree,exclude,EC1,0,
2606.24026,include,IC1,"Agentic hypothesize-validate-explain loop performing interpretability analysis, plus a benchmark for it.",include,IC1,"Agentic explainer that hypothesizes, validates causally, and explains circuits, with an accompanying benchmark.",agree,include,IC1,0,
2606.24894,include,IC2,"Benchmark for automated related-work generation, a scientific writing stage.",include,IC2,Benchmark for machine-generated related work sections and citation decision-making.,agree,include,IC2,0,
2606.24965,include,IC1,LLM-driven evolutionary and agentic search autonomously designs benchmarks/experiments toward autonomous research on relational reasoning.,include,IC1,LLM-driven evolutionary and agentic search automates benchmark generation toward autonomous research on relational reasoners.,agree,include,IC1,0,
2606.25039,include,IC1,Closed-loop LLM-guided hypothesis generation plus adaptive data acquisition for equation discovery.,include,IC1,Closed-loop LLM-guided hypothesis generation plus adaptive experiment/data acquisition for equation discovery.,agree,include,IC1,0,
2606.25057,include,IC3,"Survey of LLM-based automated peer review, a research-lifecycle stage, including reliability and integrity risks.",include,IC3,"Survey of LLM-based automated peer review methods, benchmarks, and reliability risks.",agree,include,IC3,0,
2606.25198,include,IC1,Framework and search strategies for autonomous AI research agents doing ideation and experimentation loops.,include,IC1,Framework of search strategies for autonomous AI research agents ideating and running ML experiments.,agree,include,IC1,0,
2606.25532,include,IC1,Multi-agent discovery engine autonomously generates and evaluates novel hardware-aware designs in a closed loop.,include,IC1,Multi-agent autonomous discovery engine that evolves and validates new compression methodologies.,agree,include,IC1,0,
2606.26246,include,IC1,LLM-based research map plus multi-stage deep-research agent performing literature synthesis and proposal generation.,include,IC1,LLM system that mines literature and generates research directions/proposals plus a deep-research report agent.,agree,include,IC1,0,
2606.26294,include,IC1,Self-improving agentic framework applied to scientific paper writing and reviewing with co-evolved evaluators.,include,IC1,Self-improving agent framework co-evolving paper writers and reviewers/graders.,agree,include,IC1,0,
2606.26448,include,IC1,"AutoCog autonomously generates theories, designs and runs experiments, and analyzes results in closed loop.",include,IC1,"Fully autonomous agentic system generating cognitive theories, designing experiments, and collecting human data in a loop.",agree,include,IC1,0,
2606.26449,exclude,EC1,"Citation/provenance evaluation for retrieval-augmented QA, not an autonomous research system.",exclude,EC1,"Citation-provenance auditing framework for retrieval-augmented QA, an ordinary RAG application.",agree,exclude,EC1,0,
2606.26722,include,IC1,AHOIS multi-agent AI scientist performing closed-loop hypothesis generation and physical experimentation.,include,IC1,Multi-agent AI scientist doing closed-loop hypothesis generation and physical experimentation.,agree,include,IC1,0,
2606.28277,include,IC1,Agentic AI framework performing deep scientific review and verification of manuscripts.,include,IC1,"Agentic system that reviews and verifies scientific manuscripts, plus a taxonomy of AI review levels.",agree,include,IC1,0,
2606.28710,exclude,EC1,"Game-theoretic analysis of AI agent adoption and audit governance in markets, not autonomous research systems.",exclude,EC5,"Evolutionary game-theoretic AI governance analysis, unrelated to AI conducting research.",agree,exclude,EC1,0,
2606.28756,include,IC3,Position/infrastructure paper on identifying AI scientists for scholarly integrity and provenance.,include,IC3,Position/infrastructure proposal on scholarly integrity and identifiers for AI scientists.,agree,include,IC3,0,
2606.29082,borderline,NA,Mid-training method for LLM evolutionary discovery agents across optimization tasks; research-loop framing is partial.,include,IC1,Mid-training paradigm producing general-purpose discovery agents for scientific law and math discovery tasks.,needs_adjudication,,,0,
2606.29194,borderline,NA,"Self-evolving multi-agent discovery framework, but the domain is quantitative trading alpha mining rather than science.",borderline,NA,"Self-evolving autonomous discovery framework, but applied to financial alpha mining rather than science.",needs_adjudication,,,0,
2606.29717,include,IC1,Case study of an autonomous LLM agent research loop that designs and improves ML models for materials prediction.,include,IC1,"Autonomous LLM research loop that builds and improves ML models, with analysis of its limits.",agree,include,IC1,0,
2606.29746,borderline,NA,Agentic medical deep-research platform for evidence synthesis; may be closer to advanced RAG than autonomous research.,borderline,NA,Agentic medical deep-research/literature platform that borders on evidence retrieval application rather than conducting research.,needs_adjudication,,,0,
2606.29920,exclude,EC1,Meta-evaluation of LLM-as-judge rubric verification for generic agentic coding and deep-research outputs.,exclude,EC1,Meta-evaluation of LLM-as-judge rubric verification for general agentic coding/deep-research outputs.,agree,exclude,EC1,0,
