arxiv_id,final_decision,final_reason,rule_applied,justification,layer1_A,layer1_B,layer1_agreement,reverses_unanimous_include
2604.19792,include,IC1,none,"Platform of autonomous AI agents that write, publish, and peer-review scientific papers without human gatekeepers.",include,include,agree,0
2604.19803,include,IC1,BR4,LLM agent framework closes a generate-evaluate-refine loop to autonomously discover wireless communication algorithms.,include,include,agree,0
2604.19859,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Small deep-research/search agent training evaluated on general deep research browsing benchmarks.,borderline,include,needs_adjudication,0
2604.20441,include,IC3,BR5,Pre-deployment audit and governance framework for scientific integrity of medical research agent capabilities.,include,include,agree,0
2604.20548,include,IC1,BR2,"Multi-agent system autonomously generates, evaluates, and refines scientific research ideas.",include,include,agree,0
2604.20622,include,IC1,BR1,"Multi-agent system produces the substantive research output (literature grounding, proofs, experiments, manuscript) with humans only on the loop.",include,include,agree,0
2604.20855,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,General-purpose web exploration/synthesis agent not centered on scientific or academic research work.,borderline,borderline,needs_adjudication,0
2604.21006,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark targets financial investment research reports, a professional rather than scientific research domain.",include,include,agree,1
2604.21068,include,IC1,BR2,LLM hypothesis generation coupled to first-principles validation drives a materials discovery loop yielding validated new compounds.,borderline,include,needs_adjudication,0
2604.21690,exclude,EC2,none,"Explainability evaluation of a genome language model used as a predictive instrument, no research decision loop.",exclude,exclude,agree,0
2604.22026,include,IC3,BR5,Position/framework paper on certifying and governing publication of research produced by AI pipelines.,include,include,agree,0
2604.22458,exclude,EC7_HUMAN_AI_USE,BR5,"Bibliometric study of human paper-mill misconduct in conference proceedings, not integrity of research produced by AI systems.",exclude,borderline,needs_adjudication,0
2604.22747,exclude,EC1,none,Educational study of AI-assisted vibe coding in a hackathon; no research-performing AI system as subject.,exclude,exclude,agree,0
2604.22861,include,IC1,BR3,"LLM agent autonomously reads and synthesizes literature content for research-driven queries, plus a dedicated benchmark.",include,include,agree,0
2604.23072,exclude,EC8_GENERIC_ANALYSIS,BR6,"General analysis-agent architecture evaluated on economic, financial, and political forecasting, not framed as scientific research.",borderline,exclude,needs_adjudication,0
2604.23136,exclude,EC7_HUMAN_AI_USE,BR5,Qualitative study of human researchers using assistive AI tools; humans make the research judgments.,borderline,exclude,needs_adjudication,0
2604.23815,include,IC2,BR7,Dataset of user feedback on intermediate actions of scientific deep research agents that synthesize research papers into reports.,include,include,agree,0
2604.24576,exclude,EC7_HUMAN_AI_USE,BR5,Dataset of human paper-mill fraud advertisements; no AI research pipeline as subject.,exclude,borderline,needs_adjudication,0
2604.24618,include,IC3,BR5,"Evaluation of sabotage propensity of models deployed as AI research agents, directly concerning integrity of AI-conducted research.",include,include,agree,0
2604.24658,include,IC3,BR5,"Framework for machine-executable research artifacts with evidence grounding and automated review, targeting auditability of AI-produced/consumed research.",include,include,agree,0
2604.24978,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Enterprise/sales deep-research agent evaluated on business report generation, not scientific research work.",borderline,exclude,needs_adjudication,0
2604.25256,include,IC2,BR7,"Benchmark specifically for AI agents performing autonomous scientific literature discovery, explicitly research-oriented rather than generic browsing.",include,include,agree,0
2604.25345,include,IC2,BR5,"Evaluation framework and case study of silent failure modes of an agentic scientific research system (CMBAgent), bearing on reliability of AI-conducted research.",include,include,agree,0
2604.25555,exclude,EC1,none,"Security and formal validation architecture for generic enterprise agents, not research-performing AI.",exclude,exclude,agree,0
2604.26645,exclude,EC2,none,Agentic tool that evaluates dataset AI-readiness as infrastructure for AI4Science; no autonomous research decision loop as the subject.,borderline,include,needs_adjudication,0
2604.26835,exclude,EC7_HUMAN_AI_USE,BR5,"Detector-style toolkit for hallucinated citations arising from human AI-assisted writing, an exclusion under BR5.",borderline,include,needs_adjudication,0
2604.27092,include,IC1,BR4,LLM agentic system performing end-to-end autonomous discovery with a closed experimental decision loop on a real optical platform.,include,include,agree,0
2604.27266,exclude,EC2,BR4,RL tool automating circuit-model fitting as an analysis instrument; no closed loop deciding what experiment to run next.,exclude,borderline,needs_adjudication,0
2604.27269,exclude,EC2,none,"Biomedical knowledge graph resource; an agent is used only incidentally for validation, not the paper's subject.",exclude,exclude,agree,0
2604.27297,include,IC1,BR2,"Multi-agent system autonomously generates, critiques, and consolidates scientific hypotheses to discover governing equations in real scientific domains.",include,include,agree,0
2604.28031,include,IC2,BR2,Benchmark evaluating LLM behavior in multi-turn scientific ideation across real research briefs from 24 scientific domains.,include,include,agree,0
2604.28158,include,IC2,none,"Dataset/infrastructure (methodological evolution graph) built specifically for AI research agents, with automated idea generation and evaluation applications.",include,include,agree,0
2605.00116,exclude,EC1,none,Legal-domain NLI dataset; no autonomous research system as subject.,exclude,exclude,agree,0
2605.00313,include,IC3,BR4,Position/roadmap paper specifically about closed-loop self-driving-lab autonomous materials discovery systems.,include,include,agree,0
2605.00314,exclude,EC1,none,"Static security auditor for generic agent skill packages, not aimed at AI performing research.",exclude,exclude,agree,0
2605.00370,exclude,EC1,none,Multimodal representation-learning method with agent-styled modules; not research automation.,exclude,exclude,agree,0
2605.00505,exclude,EC1,none,"Perspective on retrieval/denoising for LLM pipelines generally, not on AI performing research.",exclude,exclude,agree,0
2605.00868,include,IC1,BR4,"Safe active learning closes an experimental decision loop, choosing next stress-test conditions on a real automated probe station.",include,include,agree,0
2605.01164,exclude,EC1,none,"Position on crediting LLMs with explaining human decisions; LLM is a modeling instrument, not a research-performing system.",exclude,exclude,agree,0
2605.01278,exclude,EC1,none,"E-commerce multimodal foundation model, unrelated to autonomous research.",exclude,exclude,agree,0
2605.01489,include,IC1,BR7,Deep research agent framework and model trained and evaluated specifically on frontier scientific research tasks.,include,include,agree,0
2605.02092,include,IC1,none,NORA is an autonomous multi-agent system executing the full spatial-science research lifecycle.,include,include,agree,0
2605.02346,exclude,EC1,none,"Autonomous pentesting/remediation agent for OT devices; security operations, not scientific research.",exclude,exclude,agree,0
2605.02669,include,IC1,BR2,"Agentic system generates mechanistic hepatotoxicity hypotheses in a real scientific domain, with a matching hypothesis benchmark.",borderline,borderline,needs_adjudication,0
2605.03042,include,IC1,none,ARIS is an autonomous research harness running end-to-end ML research with claim auditing and assurance layers.,include,include,agree,0
2605.03202,include,IC3,none,"Position plus empirical evaluation on automating peer review, a research lifecycle stage performed by AI.",include,include,agree,0
2605.04236,exclude,EC1,none,Generic LLM ensemble stopping/calibration method on reasoning benchmarks.,exclude,exclude,agree,0
2605.04922,include,IC1,BR2,Multi-agent system autonomously generates and refines scientific research proposals.,include,include,agree,0
2605.05103,exclude,EC1,none,"Embedding-based groundedness/novelty scoring method, no autonomous research system as subject.",exclude,exclude,agree,0
2605.05258,include,IC1,none,"PARNESS is a framework for end-to-end automated scientific research including ideation, experiments, and writing.",include,include,agree,0
2605.05851,exclude,EC1,BR2,"Study of LLM inductive hypothesis behavior on the toy number game, not scientific hypothesis generation in a real domain.",borderline,borderline,needs_adjudication,0
2605.06177,include,IC2,BR7,Shared evaluation toolkit and arena purpose-built for biomedical deep research agents.,include,include,agree,0
2605.06345,include,IC2,BR1,Multi-agent framework produces the research proposals itself plus TF-Bench for such ideation systems.,include,include,agree,0
2605.06390,include,IC3,BR5,Position paper on epistemic reliability and oversight of AI agents conducting alignment research.,include,include,agree,0
2605.06607,include,IC1,none,"AI CFD Scientist autonomously spans ideation, simulation execution, physics verification, and writing.",include,include,agree,0
2605.06635,include,IC2,BR5,Evaluation framework and benchmark for citation verifiability of AI-produced research reports.,include,include,agree,0
2605.06812,exclude,EC1,none,"Security auditing representation for general-purpose LLM agents, not research-performing systems.",exclude,exclude,agree,0
2605.06839,include,IC1,BR4,Autonomous microscopy loop generates and evaluates candidate physical laws from its own measurements.,include,include,agree,0
2605.07022,include,IC1,BR3,Starling autonomously designs retrieval and extraction over literature to produce scientific datasets.,include,include,agree,0
2605.08486,exclude,EC1,none,"Audit of LLM alignment with teacher survey perceptions; LLM used as a survey proxy, not conducting research.",exclude,exclude,agree,0
2605.08583,exclude,EC7_HUMAN_AI_USE,BR5,"Detector method for fabricated citations in LLM-assisted writing, which BR5 places outside scope.",include,include,agree,1
2605.08956,include,IC3,none,Position paper specifically on the design and limits of autonomous AI scientists.,include,include,agree,0
2605.09505,exclude,EC1,none,"Clinical knowledge graph plus Graph-RAG reasoning benchmark for LLMs, not an autonomous research system.",exclude,exclude,agree,0
2605.09534,exclude,EC1,none,"Governance framework for AI-assisted security operations, unrelated to scientific research production.",exclude,exclude,agree,0
2605.09698,exclude,EC8_GENERIC_ANALYSIS,BR6,"Benchmark for data-science/Kaggle-style ML agents, not agents framed as doing scientific research.",borderline,borderline,needs_adjudication,0
2605.10224,include,IC1,BR7,Hypothesis-organized automated knowledge-discovery pipeline producing verified research syntheses autonomously.,include,include,agree,0
2605.10246,include,IC2,BR5,Benchmark for the academic integrity of AI scientist systems' own research conduct.,include,include,agree,0
2605.10574,include,IC2,BR2,Benchmark evaluating machine generation of scientific ideas across domains.,include,include,agree,0
2605.10754,exclude,EC1,none,Cybernetics position paper about foundation agents in general; automated research is only one illustrative domain.,exclude,borderline,needs_adjudication,0
2605.10813,include,IC1,none,Multi-agent system automating the full research pipeline from ideation to paper writing.,include,include,agree,0
2605.10848,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Search agent evaluated on BrowseComp-Plus web QA rather than scientific research work.,borderline,borderline,needs_adjudication,0
2605.10899,include,IC1,BR7,"Training method for agents that autonomously gather evidence and synthesize long-form research reports, evaluated on research-report benchmarks.",include,include,agree,0
2605.11117,include,IC1,none,Self-improving agentic system that autonomously chooses methods and discovers new numerical methods on scientific problems.,include,include,agree,0
2605.11154,exclude,EC2,BR5,"Uses LLMs as a measurement instrument to audit transparency of human-written methods, not integrity of AI-produced research.",borderline,include,needs_adjudication,0
2605.11328,include,IC1,none,"Exploration method for LLM-driven automated scientific discovery, evaluated on discovery benchmarks.",include,include,agree,0
2605.11363,exclude,EC1,none,"Presentation-video generation agent, a content-creation application.",exclude,exclude,agree,0
2605.11388,exclude,EC1,none,General-purpose reasoning/scaffolding agent evaluated on QA benchmarks.,exclude,exclude,agree,0
2605.11518,include,IC1,none,"Agent autonomously designs and configures LLM research experiments, covering experiment design/execution stages.",include,include,agree,0
2605.11532,include,IC1,BR2,Pipeline and controlled study of LLM systems that autonomously synthesize novel research methods (ideation).,include,include,agree,0
2605.11732,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research report agent for personal browsing interests, not scientific research work.",include,exclude,needs_adjudication,0
2605.12187,exclude,EC7_HUMAN_AI_USE,BR5,Forensic integrity analysis of human-authored clinical trial publications with no AI research pipeline as subject.,exclude,exclude,agree,0
2605.12361,exclude,EC1,none,"Biomedical multi-hop QA benchmark, not a benchmark for research-performing systems.",exclude,exclude,agree,0
2605.12662,exclude,EC2,none,"Benchmark for single-cell shape-detection methods used as analysis instruments, no autonomous research decision loop as subject.",exclude,exclude,agree,0
2605.13450,exclude,EC1,BR2,"Study of LLM creativity as a psychometric property using general creativity tests, not a research-producing system or scientific hypothesis generation.",borderline,include,needs_adjudication,0
2605.13625,exclude,EC1,none,Taxonomy for interpreting general coding-agent runtime behavior.,exclude,exclude,agree,0
2605.13874,include,IC1,none,Population-based autonomous research agent that runs and evolves ML experiments without supervision.,include,include,agree,0
2605.13877,include,IC1,none,"Algorithm produced by an autonomous LLM research loop, with the paper documenting the loop's design-experiment behavior and integrity issues as a core contribution.",borderline,include,needs_adjudication,0
2605.14271,exclude,EC1,none,"Safety auditing framework and benchmark for generic agent harnesses across enterprise domains, not research-performing systems.",exclude,exclude,agree,0
2605.14600,include,IC2,BR2,"Benchmark evaluating machine reasoning toward scientific discovery (identifying enabling contributions), an evaluation aimed at AI scientific-discovery capability.",borderline,include,needs_adjudication,0
2605.14790,include,IC1,BR2,"Method training LLMs to autonomously generate research ideas for real scientific (ML/NLP) papers, in scope as machine ideation even without a full agent loop.",borderline,include,needs_adjudication,0
2605.14791,include,IC1,BR4,Two agentic systems autonomously performing cosmology code evolution and open-ended data analysis as AI scientist demonstrations.,include,include,agree,0
2605.15011,include,IC2,BR2,"Dataset and prediction task where models forecast which technologies enable future discoveries, built explicitly to support automated scientific discovery.",borderline,include,needs_adjudication,0
2605.15227,exclude,EC2,BR4,Orchestration middleware exposing SDL components to agents and humans; execution infrastructure without an autonomous experimental decision loop as the subject.,include,include,agree,1
2605.15308,include,IC1,none,LLM-driven program-evolution system with a principled closed search loop for automated scientific discovery including symbolic regression and end-to-end ML research.,include,include,agree,0
2605.16217,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose deep research agent evaluated on generic browsing/QA benchmarks like BrowseComp, not scientific research work.",exclude,exclude,agree,0
2605.16303,exclude,EC2,none,LLM agents used as instruments simulating survey respondents in a social-science study; no autonomous research system as subject.,exclude,exclude,agree,0
2605.16616,include,IC2,none,"End-to-end benchmark evaluating autonomous research systems on ML reproducibility, including integrity failures like fabricated claims.",include,include,agree,0
2605.17046,exclude,EC8_GENERIC_ANALYSIS,BR6,Benchmark of coding agents modifying training scripts on standard ML tasks; ML engineering with no scientific hypothesis or research framing.,include,include,agree,1
2605.17086,exclude,EC2,none,LLM used as a classification instrument within a human-led economics study; no autonomous research decision loop as subject.,exclude,exclude,agree,0
2605.17373,include,IC2,BR6,"Benchmark and controlled study of AI research agents automating hypothesis generation, experimentation, and refinement on ML research tasks.",include,include,agree,0
2605.17534,exclude,EC1,none,Historical publishing/retraction case study involving no AI system at all.,exclude,exclude,agree,0
2605.17554,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep research agents evaluated on management-consulting deliverables, not scientific or academic research work.",borderline,exclude,needs_adjudication,0
2605.17790,include,IC1,BR2,"Self-reflective agent framework performing closed-loop autonomous equation/law discovery from data, machine generation of scientific hypotheses.",include,include,agree,0
2605.18033,include,IC1,BR4,Closed-loop autonomous multi-instrument discovery framework deciding subsequent experiments from prior results in a materials campaign.,include,include,agree,0
2605.18144,include,IC1,BR2,"Agentic system that itself generates and scores citation-grounded scientific hypotheses in nanomedicine, with retrospective evaluation.",include,include,agree,0
2605.18407,include,IC1,BR4,"Embodied multi-agent AI experimentalist autonomously covering hypothesis, protocol planning, closed-loop execution, analysis, and reporting.",include,include,agree,0
2605.18747,exclude,EC1,none,"General survey of code-centric agent infrastructure spanning coding, GUI, and DevOps; scientific discovery is only one listed application.",exclude,exclude,agree,0
2605.18752,exclude,EC6_ASSISTIVE,BR1,"Evaluates reviewer-matching methods that route human reviewers; humans perform the peer review, so no AI produces the research output.",borderline,borderline,needs_adjudication,0
2605.18859,exclude,EC1,none,"LLM routing benchmark for generic agentic applications, not aimed at research-performing systems.",exclude,exclude,agree,0
2605.19196,include,IC3,BR5,"Meta-evaluation benchmark on the reliability of LLM judges verifying evidence-grounded research-agent outputs, addressing verification of AI-produced research.",include,include,agree,0
2605.20025,include,IC1,none,"Multi-agent autonomous research pipeline covering hypothesis generation, self-healing experimentation, verifiable reporting, and cross-run evolution.",include,include,agree,0
2605.20306,exclude,EC8_GENERIC_ANALYSIS,BR6,"Primary subject is a road-damage vision grounding benchmark; the agent track tasks agents with generic ML engineering (adapt models, write training code), not scientific research claims.",borderline,borderline,needs_adjudication,0
2605.20833,exclude,EC1,none,"Generic agent memory benchmark spanning coding, tool-use, and web navigation, not aimed at research-performing systems.",exclude,exclude,agree,0
2605.21224,exclude,EC2,none,"Domain review of AI as an instrument in microwave photonics engineering, with no autonomous research decision loop as subject.",exclude,exclude,agree,0
2605.21413,include,IC2,BR7,"Contributes QuestBench, a benchmark evaluating deep research systems on expert-level academic knowledge work across humanities and social-science domains.",include,include,agree,0
2605.21481,include,IC3,none,"Platform and paradigm proposal for publishing infrastructure in which AI scientists author, review, and iterate research.",include,include,agree,0
2605.21482,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Deep research benchmark centered on generic open-web evidence collection and derivation, not scientific/academic research work.",include,borderline,needs_adjudication,0
2605.21491,include,IC2,BR2,Builds an evaluation method and dataset for forecasting the empirical success of AI-generated research ideas to filter autonomous discovery pipelines.,include,include,agree,0
2605.21820,include,IC1,BR4,"Autonomous microscopy experimentation system with a closed active-learning loop deciding what to measure next, with expert preferences only shaping the learned utility.",include,include,agree,0
2605.21825,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agent autonomously engineers visualization applications, a software/tool-building task without hypotheses or scientific claims despite the co-scientist framing.",include,include,agree,1
2605.22102,exclude,EC1,none,"Generic agentic test-time scaling communication protocol evaluated on math and GAIA tasks, not research automation.",exclude,exclude,agree,0
2605.22343,include,IC1,none,"Self-evolving autonomous research framework spanning planning, experimentation, validation, and writing, with auditable trial-to-behavior conversion.",include,include,agree,0
2605.22662,include,IC1,none,Autonomous multi-agent research team platform that runs experiments and produces papers end to end.,include,include,agree,0
2605.22878,exclude,EC2,none,Knowledge-graph and retrieval infrastructure serving as an instrument for agents; no autonomous research decision loop or evaluation benchmark is the paper's subject.,include,include,agree,1
2605.23204,include,IC3,none,Survey of AI-powered scientific research workflow automation with proposed evaluation dimensions for autonomy and accountability.,include,include,agree,0
2605.23590,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Generic rubric-guided action-selection method for search agents evaluated on general deep-research/QA benchmarks, not scientific research conduct.",exclude,exclude,agree,0
2605.23917,include,IC1,BR2,Multi-agent debate system autonomously generating literature-grounded scientific hypotheses in a real domain (battery materials).,include,include,agree,0
2605.24002,include,IC1,none,"Harness framework enabling AI agents to autonomously conduct atomistic research campaigns across materials, chemistry, and drug discovery.",include,include,agree,0
2605.24018,include,IC1,BR2,"Multi-agent evolutionary framework that autonomously generates, reviews, and refines scientific research ideas.",include,include,agree,0
2605.24043,include,IC1,BR4,"Closed-loop system coupling hypothesis generation with autonomous selection of the next informative experiment, plus an accompanying benchmark.",include,include,agree,0
2605.24218,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Trains general-purpose deep research search agents evaluated on generic long-horizon search benchmarks, not scientific research work.",borderline,exclude,needs_adjudication,0
2605.24229,exclude,EC1,none,"Alignment and specification-compliance auditing of chat models, unrelated to AI-conducted research.",exclude,exclude,agree,0
2605.24266,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Steerable deep research framework for open-ended report queries with persona alignment, a general-purpose information-seeking agent rather than scientific research.",borderline,exclude,needs_adjudication,0
2605.24528,exclude,EC1,BR2,"Cognitive-science study of inductive inference in children versus LLMs on a toy box task, a study of reasoning properties rather than scientific hypothesis generation.",exclude,borderline,needs_adjudication,0
2605.25920,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Legal agentic search/RAG system for case reasoning, a domain application whose purpose is not scientific or academic research work.",exclude,exclude,agree,0
2605.25964,include,IC1,BR1,"System that autonomously performs the scientific-writing stage, generating grounded paper introductions within AI Scientist pipelines.",include,include,agree,0
2605.26029,include,IC2,BR4,Benchmark environment for agents that choose interventions from prior results (closed experimental decision loop) explicitly aimed at AI scientists.,include,include,agree,0
2605.26081,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General deep-research report agent framework evaluated on generic deep-research benchmarks, not scientific research work.",borderline,exclude,needs_adjudication,0
2605.26146,exclude,EC6_ASSISTIVE,BR1,"Methodology for a human practitioner orchestrating multiple AI tools; the human makes the judgments, no autonomous research system.",exclude,exclude,agree,0
2605.26340,include,IC1,none,"End-to-end autonomous research system spanning literature review, discovery, and paper writing, with an integrity audit framework.",include,include,agree,0
2605.26662,exclude,EC7_HUMAN_AI_USE,BR5,Prevalence measurement of human LLM-assisted writing in publications; no autonomous research system as subject.,exclude,include,needs_adjudication,0
2605.26730,include,IC2,none,Benchmark specifically for evaluating LLM-based automated peer-review systems (peer-review lifecycle stage).,include,include,agree,0
2605.26870,include,IC3,none,"Case study and measurement framework for a persistent AI agent performing academic research work, including governance and reproducibility.",include,include,agree,0
2605.26958,exclude,EC1,none,"Generic RL reward-design method for long-form generation, not a research-performing system.",exclude,exclude,agree,0
2605.27072,include,IC1,BR1,Automated system that itself produces substantive research critiques (peer-review stage) with a dedicated evaluation protocol.,include,include,agree,0
2605.27176,include,IC1,BR2,Machine generation of scientific hypotheses in a real domain (battery materials); in scope even without a full agent loop.,borderline,include,needs_adjudication,0
2605.27419,exclude,EC2,none,Scalable LLM-agent population simulation used as a research instrument; no autonomous research decision loop as subject.,exclude,exclude,agree,0
2605.27904,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Benchmark for context retrieval aiding time-series forecasting, not scientific/academic research work.",exclude,exclude,agree,0
2605.27905,include,IC3,none,Large-scale empirical study of AI research agents' ideation and its effect on scientific exploration.,include,include,agree,0
2605.27922,exclude,EC1,none,"Benchmark of harness effects in generic agent workflows, not research-performing systems.",exclude,exclude,agree,0
2605.27935,exclude,EC1,BR2,"Mechanistic study of LLM reasoning/depth properties as such, not an AI research system.",exclude,exclude,agree,0
2605.28102,exclude,EC1,BR1,"Its subject is persistent behavioral properties of LLMs observed in human-AI interaction, not an AI system performing a research lifecycle stage; AI co-authorship is incidental to the human-led study.",exclude,exclude,agree,0
2605.28655,include,IC1,BR4,Self-organizing agent teams autonomously running hypothesis-experiment-revision cycles in scientific domains.,include,include,agree,0
2605.29234,include,IC2,BR3,Evaluation methodology and pipeline for autonomous scientific literature search/synthesis.,include,include,agree,0
2605.29522,include,IC1,BR3,Agentic system that autonomously produces scientific literature surveys (literature-synthesis stage).,include,include,agree,0
2605.29861,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"General-purpose multimodal deep-research report harness evaluated on generic deep-research benchmarks, not scientific research.",exclude,exclude,agree,0
2605.30003,include,IC1,BR4,"Outer-loop researcher agent that autonomously redesigns, runs, and evaluates experiments in a closed decision loop.",include,include,agree,0
2605.30284,include,IC2,BR2,"Benchmark for scientific hypothesis generation in real domains, explicitly targeting AI scientist systems.",include,include,agree,0
2605.30322,exclude,EC1,BR5,Alignment auditing of agent sabotage propensity in general; not the epistemic integrity of research produced by AI systems.,borderline,exclude,needs_adjudication,0
2605.30329,include,IC2,none,"Benchmark evaluating whether AI research agents can judge research-proposal soundness, targeting the AI-scientist pipeline.",include,include,agree,0
2605.30537,exclude,EC1,none,LLM fine-tuning data-selection study with no autonomous research system as subject.,exclude,exclude,agree,0
2605.30727,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Privacy-leakage benchmark for general deep research agents over enterprise documents, not scientific research work.",exclude,exclude,agree,0
2605.30785,exclude,EC1,BR7,Context-management training method for generic long-horizon web-search agents.,exclude,exclude,agree,0
2605.30824,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"RL planning method for generic long-form deep research QA, not scientific research.",exclude,exclude,agree,0
2605.30947,include,IC1,BR3,Multi-agent system autonomously performs evidence-grounded scholarly synthesis and argumentative writing in humanities research.,include,include,agree,0
2605.30961,include,IC1,BR2,Framework autonomously generating scientific research ideas (ideation stage).,include,include,agree,0
2605.31370,exclude,EC1,BR2,"Interactive KG abductive-hypothesis generation is a logical-query task guided by user intent, not scientific hypothesis generation in a domain.",borderline,borderline,needs_adjudication,0
2606.00644,include,IC2,none,Benchmark specifically evaluating research agents on forward-looking scientific research judgment.,include,include,agree,0
2606.01013,include,IC1,none,"Study of an AI system that autonomously produces peer reviews of papers, a research lifecycle stage.",include,include,agree,0
2606.01091,exclude,EC1,none,"Rubric construction for RL reward signals; a training-method contribution, not a research-performing system.",exclude,exclude,agree,0
2606.01925,exclude,EC8_GENERIC_ANALYSIS,BR6,"Agentic diagnosis of network QoE faults is operational troubleshooting, not scientific research.",exclude,exclude,agree,0
2606.02060,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Error-localization benchmark on general deep research agent trajectories evaluated with generic web-research benchmarks.,exclude,exclude,agree,0
2606.02184,include,IC3,BR5,"Documents AI-produced fraudulent scholarly records at scale (1,655 ghost-authored DOI-minted Zenodo entries), which BR5 explicitly places within the epistemic-integrity scope of IC3.",include,include,agree,0
2606.02320,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Multimodal report-generation agent and benchmark for general deep research tasks, not scientific research.",exclude,exclude,agree,0
2606.02461,exclude,EC1,none,Continual-learning evaluation framework for general language agents.,exclude,exclude,agree,0
2606.03029,include,IC1,BR2,Machine generation of scientific hypotheses about real computational social science data.,borderline,include,needs_adjudication,0
2606.03435,include,IC1,none,Agentic system autonomously analyzes perturbation screening data and produces mechanistic hypotheses and reports.,include,include,agree,0
2606.03755,include,IC3,BR4,Protocol/framework paper for closed-loop autonomous science and self-driving labs.,include,include,agree,0
2606.03829,exclude,EC8_GENERIC_ANALYSIS,BR6,"Benchmark for financial-analyst agents, not scientific research.",exclude,exclude,agree,0
2606.03841,exclude,EC8_GENERIC_ANALYSIS,BR6,"Autonomous data science agent framed around generic ML/data-science pipelines, not scientific claims or domain science.",include,include,agree,1
2606.04484,exclude,EC1,none,"Distributed RL training infrastructure for agents, not a research-performing system.",exclude,exclude,agree,0
2606.04507,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Co-evolutionary training for general deep research report generation evaluated on generic deep research benchmarks.,include,include,agree,1
2606.04751,exclude,EC1,BR2,"Inductive-reasoning study on toy Wason-style rule-discovery games, i.e., LLM reasoning properties as such.",include,include,agree,1
2606.05238,include,IC2,none,"Benchmark for agents reproducing published paper experiments, positioned as a testbed for scientific research agents.",include,include,agree,0
2606.05241,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,Contamination measurement for general deep research agents on generic public web-research benchmarks.,include,include,agree,1
2606.05250,exclude,EC8_GENERIC_ANALYSIS,BR6,Autonomous data-science agent evaluated on Kaggle-style modeling competitions.,include,include,agree,1
2606.05443,include,IC1,BR2,"Pipeline that machine-generates scientific research ideas (ideation stage) for real academic domains, guided by an impact-prediction model.",borderline,borderline,needs_adjudication,0
2606.07074,exclude,EC9_GENERIC_DEEPRESEARCH,BR7,"Efficiency training for general web-search agents evaluated on GAIA/BrowseComp-style browsing QA, not scientific research work.",exclude,exclude,agree,0
2606.07283,exclude,EC1,none,"Human-AI interaction theory for interface design, not an AI system performing research.",exclude,exclude,agree,0
2606.07299,include,IC1,BR7,"Auditable deep research agent that autonomously plans, gathers evidence, and synthesizes long-form research reports, evaluated on research-report benchmarks rather than generic browsing QA.",include,include,agree,0
2606.07462,include,IC2,none,Benchmark suite specifically evaluating agents acting as researchers across the research lifecycle.,include,include,agree,0
2606.07576,include,IC3,BR4,Verification/refusal layer governing autonomous experiment selection and stopping for AI-scientist closed experimental loops.,include,include,agree,0
2606.07591,include,IC2,none,Benchmark for end-to-end autonomous scientific research agents across ten domains.,include,include,agree,0
2606.07697,include,IC1,BR4,Multi-agent AI scientist that autonomously turns mechanistic hypotheses into executable simulation experiments and evidence-based validation.,include,include,agree,0
2606.07866,exclude,EC1,none,"Agent protocol for regulatory review workflows, not a stage of the scientific research lifecycle.",exclude,exclude,agree,0
2606.08036,include,IC2,none,"Benchmark evaluating LLM overconfidence/calibration on research lifecycle tasks (literature linking, research direction generation).",include,include,agree,0
2606.08234,include,IC3,BR5,Safety/verification framework woven into autonomous scientific discovery agent pipelines.,include,include,agree,0
2606.08256,include,IC3,BR5,"Framework for verifiable publishing, provenance, and peer review of research produced by AI agents.",include,include,agree,0
2606.08301,include,IC3,BR5,Empirical audit of reproducibility and citation integrity in an AI system that autonomously generates literature reports.,include,include,agree,0
2606.08307,exclude,EC2,none,LLM classification pipeline used as an instrument in a human-led social science study; no autonomous research loop as subject.,exclude,exclude,agree,0
2606.08532,include,IC1,BR2,"Machine hypothesis-generation framework producing testable scientific explanations, beyond toy inductive tasks.",include,include,agree,0
